FirstSurvey,Status,StatusOther,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,FieldOther,NumWorkshops,TimeSinceWorkshop,WhichCarpentry,ContentCovered,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,ContentCoveredOther,Behaviors,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,BehaviorsOther,ProgrammingBefore,ProgrammingSince,ChangeInConfidence,HowToolsHelped,Column34,Column35,Column36,Column37,HowToolsHelpedOther,Writing,WritingResponse,OtherTopics,AdvanceCareer,MotivatedSeekKnowledge,AnalysesReproducible,ProfessionalRecognition,Column42,ImproveResearchProductivity,GainedConfidence,ImpactResponse,Country,Gender,Race,Column45,Column46,Column47,Column48,Column49,Column50,Involvement,Column51,Column52,Column53,Column54,Column55,Column56,Column57,InvolvementOther,ContinuousLearning,Column59,Column60,Column61,Column62,Column63,ContinousLearningOther,Recommended,LikelyToRecommend,OutcomesResponse,NotApplyingSkillsResponse,AdditionalCommentsResponse
,Faculty,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,,Git,,,,,R,,,,,,,,,,,,,,,,I had not been using tools like these.,I have not been using tools like these.,I’m more confident now.,,,,,I am not using the tools I learned.,,No.,,,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,10,,No immediate need. Took workshop to gain exposure to find.,I was quite pleased with the workshop. My survey responses may seem negative because of the questions asked (ie. am I using the tools? have they helped?) because I have had no chance to incorporate the tools into my workflow yet. I still found the workshop quite useful and my objectives were met.
,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,,Git,,,,Python,,,SQL,,I don't remember.,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Monthly.,Daily.,I’m more confident now.,,,,,I am not using the tools I learned.,,No.,,version control in greater depth,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,becoming aware of different tools that might improve my productivity,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,6,,learning curve for these tools still feel steep,
,Industry,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,,Git,,,,,R,,,Unix Shell,,,,,,,,,,,,,Weekly.,Several times per year.,I’m equally confident now.,,,,,I am not using the tools I learned.,,Not sure.,,,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Found a whole world to discover which unfortunately didn't do :),,,,,,,,,,,,,,,,,,,,,,,,,,I don't remember.,10,,I think the skills u learned were too advanced for my level st that time .. also haven't jet learning for myself ,
,Postdoc,,,,,Computer Science,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Weekly.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Automating data management and execution of experiments made the writing process significantly more efficient when it came time to re-run experiments to more thoroughly explore questions that arise naturally when writing an experiments section.,Scraping websites with python for data collection,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,The Carpentry workshop made me aware of suites of tools that I now use to make my coding and experiments more efficient that I otherwise might not have learned about.,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,8,,,
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,,R,,,Unix Shell,I don't remember.,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,,,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,No.,,,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Working with others in the workshop to create a change of culture in our lab regarding sharing scripts and version control,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,Organized a field specific carpentry workshop,,,,,,Used non-Carpentry self-guided material.,,Yes.,10,,,
,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,Python,,,,,I don't remember.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industry,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,,R,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Less than once per year.,Several times per year.,I’m equally confident now.,,,,The tools I learned have not helped me with my work.,,,No.,,,Neutral,Agree,Disagree,Strongly disagree,Neutral,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,3,,,
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,Python,,,SQL,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,I had not been using tools like these.,Several times per year.,I’m more confident now.,,,,The tools I learned have not helped me with my work.,,honestly I took the course waaaaayy in advance of when I would need it - I've used a handful of things but it's still not really helping my day to day ,Not sure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,,R,,,Unix Shell,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Less than once per year.,Daily.,I’m more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,,More version control help,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,9,,,
,Academic Research Staff,,,Biomedical/Health Sciences,,,,,,,,,,,,1,0-6 months ago,,,Git,,,,,R,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Several times per year.,Monthly.,I’m more confident now.,,They are improving my ability to analyze data.,,,,,No.,,,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,6,,,
,Other Academic Staff,Lecturer,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,Python,R,,SQL,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Weekly.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Useful in improving my knowledge of programming.,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,9,,,
,Academic Research Staff,,,,,,,,,,Life Sciences,,,,,2,6 months - 1 year ago,,,Git,,,,,R,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,,"using git and github with website development, jekyll development, web mapping, ",Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,I understand better how to manage projects; I can pass on some of the git and shell routines to students who work for me so we all work more efficiently,,,,,,,,,,,Attended at least one community call.,,,,,Participated in a Twitter chat.,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,9,,,I was interested also in seeing how the workshop was organized and taught (for my own lessons). I would attend more but have not die to scheduling conflicts so more online materials would be great!
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,,,,,Unix Shell,,,,,,,,,,,,,Weekly.,Weekly.,I’m equally confident now.,,,,,I am not using the tools I learned.,,No.,,,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,,,Participated in a semester long course.,,Used non-Carpentry self-guided material.,,I don't remember.,6,,"I knew how to program before the work shop. I learned more about version control during the workshop but I customize code so much for different experiments so in the end, version control didn't really make sense. ",
,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,,Git,,,,Python,,,,,,,,,,,,,Using version control to manage code.,,,,I had not been using tools like these.,Daily.,I’m equally confident now.,,,,The tools I learned have not helped me with my work.,,,No.,,How to handle big data sets using python. How to structure code using classes/functions.,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,,,,,,,No.,7,,,
,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,Python,,,SQL,Unix Shell,,,,,,,,,,,,"I do use R, but not as a result of the workshop.",Several times per year.,Monthly.,I’m equally confident now.,,,,The tools I learned have not helped me with my work.,I am not using the tools I learned.,,No.,N/A,Programming in R or Python.,Disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,"Exposure to tools that are available. I did not achieve sufficient proficiency during the workshop to have the confidence to use the tools in my research, but I certainly am aware of them, can see their usefulness, and would like to learn more.",,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,,,Participated in a semester long course.,,Used non-Carpentry self-guided material.,The semester long course was not through Carpentry.,Yes.,6,1. Motivation to learn more about software skills that can aid me in my work.,"The skills seem really helpful, but this was my 1st exposure to them and I did not finish the workshop feeling sufficiently confident in my proficiency to actually use them. There were a lot of topics to get through in a short amount of time (four topics in two days). If there had been time for an exercise in which I took what I learned and actually applied it to some aspect of my work with an instructor's feedback, I'd probably still be using the skills. But, because the exercises were self-contained and not all applicable to my work, I felt that it would be too difficult to set up an entire system for myself on my own after the workshop.  I'd take an entire multi-day workshop on Python or R, with one day being applied to personal work, if Carpentry offered this at my school. ","I really appreciated the patient instructors and supportive classmates at the workshop. There was one instructor (for Unix Shell) who was less patient with me when I didn't understand the jargon, so that lesson pretty much went over my head entirely. But the other lessons were great."
,Graduate Student,,,,,,,,,Library Sciences,,,,,,1,6 months - 1 year ago,,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,,,,,,,,,,I had not been using tools like these.,I have not been using tools like these.,I’m equally confident now.,,,,,I am not using the tools I learned.,,Not sure.,,,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,9,,I have not had a reason or opportunity in my work or studies,
,Faculty,,,,,,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,,Git,,,,,,,,Unix Shell,,,Improving data management and project organization.,,,,,,Using version control to manage code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industry,,,,,,,,,,Life Sciences,,,,,2,More than 1 year ago,,Cloud Computing,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Pointed to my GitHub account for code details in a paper.,"Regular Expressions for dummies.   Tour of best practices for maintaining a programming environment (package managers, avoiding compatibility hell, basic troubleshooting, do's/do not's)  ",Agree,Neutral,Agree,Strongly disagree,Agree,Agree,Agree,Established a foundation that wasn't available to me anywhere else.,,,,,,,,,,,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,10,,,
