End Date,NewDate,Please indicate your relevant fields or disciplines.��Check all that apply.,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,What is your current status? Check all that apply.,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,What operating system is on the computer you are bringing to the workshop?,How often do you currently use any of the following?,Column24,Column25,Column26,"Please rate your level of satisfaction with your current data management and analysis workflow (i.e. how you collect, organize, store and analyze your data).",Why are you attending this workshop? Check all that apply.,Column27,Column28,Column29,Column30,How did you find out about this workshop? Check all that apply.,Column31,Column32,Column33,Column34,Column35,Column36,Which of the following programming languages��is being covered in your workshop?,Please rate your level of agreement with the following statements:,Column37,Column38,Column39,Column40,Column41,Please share what you most hope to learn from attending this workshop.,In what country is your workshop being held?,With��what gender do you most identify?,Column42,How would you describe yourself? Choose one or more of the following groups.,Column43,Column44,Column45,Column46,Column47,Column48,Column49
12/4/17 9:51,2017-12,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Agree,Agree,Agree,Agree,,United States of America,Female,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/4/17 9:21,2017-12,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,UNIX/Linux,Several times per year,Never,Several times per year,Several times per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,workflow automating,United States of America,Male,,,"Asian(A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)",,,,,,
12/4/17 7:52,2017-12,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,Notice from board,R,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,,Ethiopia,,,,,,,,,,
12/4/17 3:30,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/17 7:44,2017-12,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,Read about it in a newsletter or university web site,,,,,,R,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,I hope I will get a best introductory skill on how to use R for my data analysis. And ended I will have know a good know how on R.,Ethiopia,,,,,,,,,,
12/3/17 22:58,2017-12,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Less than once per year,Less than once per year,Less than once per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,,United States of America,Male,,,,,Hispanic or Latino(a)(A person of Spanish-speaking origin or ancestry and/or Latin American origin or ancestry ��� includes Portuguese and Brazilians.),,,,
12/3/17 21:56,2017-12,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,Never,Never,Never,Less than once per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Neutral,,United States of America,Female,,,"Asian(A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)",,,,,,
12/3/17 19:23,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/17 13:42,2017-12,,,Biomedical/Health Sciences,,,,,,Library Sciences,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,,United States of America,Female,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/3/17 12:53,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/17 12:49,2017-12,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Several times per year,Less than once per year,Less than once per year,Less than once per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,Read about it in a newsletter or university web site,,,,My friend/colleague told me about it,,Neither,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,"I am most looking forward to learning more about the unix shell and incorporating cloud computing/genomics analysis into my research. I have prior experience with R and python, but am new to bash and the non-statistics side of readying genomics data.",United States of America,Female,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/2/17 14:03,2017-12,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,I am hoping to learn some more efficient ways to organize and analyze my data than the software/approaches I am currently using,Canada,,,,,,,,,,
12/2/17 12:19,2017-12,,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Daily,Monthly,Never,Monthly,Neutral,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Agree,Neutral,Agree,Disagree,Disagree,Agree,,United States of America,Male,,,"Asian(A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)",,,,,,
12/2/17 11:54,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/17 18:30,2017-12,,Bioinformatics/Genomics,,,,,,,,,Mathematics or Statistics,,,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,Weekly,Never,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,I hope to establish a base understanding of the programs that will be taught during the workshop.,United States of America,Female,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/1/17 17:26,2017-12,,,,,,,,,,,,,,statistics,,,,Faculty,,,,,,,Windows,Less than once per year,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,"R, and the data looks interesting for future use in class",United States of America,Male,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/1/17 16:49,2017-12,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,,Canada,,,,,,,,,,
12/1/17 16:47,2017-12,,,Biomedical/Health Sciences,,,,,,,,,,,Pharmaceutical Science,,Graduate Student,,,,,,,,,Windows,Less than once per year,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,,United States of America,Female,,,"Asian(A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)",,,,,,
12/1/17 13:51,2017-12,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,Research Staff,,,,Apple/Mac OS,Several times per year,Never,Never,Less than once per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Agree,Strongly disagree,Agree,Neutral,Disagree,Agree,Data mining and management. ,Canada,,,,,,,,,,
12/1/17 11:54,2017-12,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Weekly,Monthly,Weekly,Daily,Not sure,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Neither,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Better ways to organize and automate data collection and analysis. ,United States of America,Male,,,"Asian(A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)",,,,,,
12/1/17 11:36,2017-12,,,Biomedical/Health Sciences,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,Never,Never,Never,Monthly,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Agree,Neutral,Agree,Strongly agree,"Understanding the extend of what I can do with R Studio, and being able to already understand and operate the basics of data management/representation.",Canada,,,,,,,,,,
12/1/17 10:03,2017-12,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,My friend/colleague told me about it,,R,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,"I hope that the training workshop will enhance my skill on data management, analysis and programming. ",Ethiopia,,,,,,,,,,
12/1/17 9:01,2017-12,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly disagree,Agree,Agree,Disagree,Neutral,Strongly agree,I am hoping to learn how to use R language since I have zero background. And manage my data. ,United States of America,Female,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/1/17 8:23,2017-12,,Bioinformatics/Genomics,,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,UNIX/Linux,Weekly,Never,Never,Weekly,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,United States of America,Male,,,,,,,,I prefer not to say.,
12/1/17 4:42,2017-12,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,,"Posted on announcement board at Graduate building of AAU, Science Faculty",R,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,How to enter data into the R program and how to analyze according to the guideline,Ethiopia,,,,,,,,,,
11/30/17 22:08,2017-11,,,Biomedical/Health Sciences,Business/Economics,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,How to manage data through excel and R.,Canada,,,,,,,,,,
12/6/17 15:17,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albania,,,,,,,,,,
11/30/17 15:38,2017-11,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,Strongly agree,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,,Canada,,,,,,,,,,
11/30/17 23:50,2017-11,,Bioinformatics/Genomics,Biomedical/Health Sciences,Business/Economics,,,,,,Life��Sciences,,,,,Undergraduate Student,,,,,,Research Staff,,,,Apple/Mac OS,Never,Never,Never,Several times per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Neutral,"I have a good understanding of some efficient ways of organizing and analyzing data (with Excel, mainly) but still do a lot of things manually. I am generally proficient with computers in life, and take every opportunity I can get to automate tasks, but am currently limited to what GUI-based automation software can provide (e.g. Automator on Mac, IFTTT/Zapier for web services). Of course, none of those are really helpful for data analysis, so I'd like to learn how to automate routine number-crunching/data display processes.",Canada,,,,,,,,,,
